timestamp,link_id,throughput,delay,jitter,loss
2023-06-11 14:56:56.588595,2-3-2-3,0,1.51646137238,1.51646137238,0
2023-06-11 14:56:56.588735,3-3-2-4,0,1.47557258606,1.47557258606,0
2023-06-11 14:56:56.588792,1-2-2-2,0,1.22785568237,1.22785568237,0
2023-06-11 14:56:56.588830,4-3-2-5,0,1.35564804077,1.35564804077,0
2023-06-11 14:56:56.588880,5-3-2-6,0,1.46698951721,1.46698951721,0
2023-06-11 14:57:09.592293,2-3-2-3,3200,1.30105018616,0.215411186218,0
2023-06-11 14:57:09.592387,3-3-2-4,3200,22.8259563446,21.3503837585,0
2023-06-11 14:57:09.592459,1-2-2-2,3152,0.695943832397,0.531911849976,0
2023-06-11 14:57:09.592512,4-3-2-5,3200,1.29401683807,0.0616312026978,0
2023-06-11 14:57:09.592589,5-3-2-6,3200,17.3444747925,15.8774852753,0
2023-06-11 14:57:36.737473,2-3-2-3,0,1.35385990143,1.35385990143,0
2023-06-11 14:57:36.737592,5-3-2-6,0,3.93199920654,3.93199920654,0
2023-06-11 14:57:36.737644,1-2-2-2,0,1.16348266602,1.16348266602,0
2023-06-11 14:57:36.737679,4-3-2-5,0,1.39009952545,1.39009952545,0
2023-06-11 14:57:36.737727,3-3-2-4,0,1.46293640137,1.46293640137,0
2023-06-11 14:57:49.739576,2-3-2-3,4930,1.23620033264,0.117659568787,0
2023-06-11 14:57:49.739698,5-3-2-6,5026,1.20282173157,2.72917747498,0
2023-06-11 14:57:49.739749,1-2-2-2,4930,0.864267349243,0.299215316772,0
2023-06-11 14:57:49.739800,4-3-2-5,4930,1.55282020569,0.162720680237,0
2023-06-11 14:57:49.739834,3-3-2-4,4978,1.07979774475,0.383138656616,0
2023-06-11 14:58:02.742315,2-3-2-3,753,1.51431560516,0.278115272522,0
2023-06-11 14:58:02.742433,5-3-2-6,705,1.52409076691,0.321269035339,0
2023-06-11 14:58:02.742484,1-2-2-2,230286,201.153993607,200.289726257,0
2023-06-11 14:58:02.742518,4-3-2-5,753,1.46543979645,0.0873804092407,0
2023-06-11 14:58:02.742564,3-3-2-4,705,1.3724565506,0.292658805847,0
2023-06-11 14:58:15.745105,2-3-2-3,1668,1.25694274902,0.25737285614,0
2023-06-11 14:58:15.745204,5-3-2-6,753,1.01411342621,0.509977340698,0
2023-06-11 14:58:15.745240,1-2-2-2,554110,95.596909523,105.557084084,7.69230769231
2023-06-11 14:58:15.745276,4-3-2-5,705,1.51789188385,0.0524520874023,0
2023-06-11 14:58:15.745344,3-3-2-4,753,1.33144855499,0.0410079956055,0
2023-06-11 14:58:28.748569,2-3-2-3,23275,1.62208080292,0.365138053894,0
2023-06-11 14:58:28.748668,5-3-2-6,672,1.37805938721,0.363945960999,0
2023-06-11 14:58:28.748725,1-2-2-2,603916,29.1709899902,66.4259195328,0
2023-06-11 14:58:28.748763,4-3-2-5,720,1.55997276306,0.0420808792114,0
2023-06-11 14:58:28.748814,3-3-2-4,672,1.64294242859,0.311493873596,0
2023-06-11 14:58:41.751375,2-3-2-3,176523,1.33097171783,0.291109085083,0
2023-06-11 14:58:41.751469,5-3-2-6,772,1.26707553864,0.110983848572,0
2023-06-11 14:58:41.751534,1-2-2-2,671379,415.600538254,386.429548264,7.69230769231
2023-06-11 14:58:41.751570,4-3-2-5,772,3.50594520569,1.94597244263,0
2023-06-11 14:58:41.751617,3-3-2-4,2672,2.67052650452,1.02758407593,0
2023-06-11 14:58:54.754354,2-3-2-3,386851,346.775531769,345.444560051,0
2023-06-11 14:58:54.754449,5-3-2-6,672,0.967979431152,0.299096107483,0
2023-06-11 14:58:54.754524,1-2-2-2,552793,47.0459461212,368.554592133,0
2023-06-11 14:58:54.754592,4-3-2-5,672,0.675439834595,2.83050537109,0
2023-06-11 14:58:54.754630,3-3-2-4,136737,23.0004787445,20.32995224,0
2023-06-11 14:59:07.757084,2-3-2-3,627878,52.2480010986,294.52753067,0
2023-06-11 14:59:07.757192,5-3-2-6,787,1.02365016937,0.0556707382202,0
2023-06-11 14:59:07.757246,1-2-2-2,681305,136.969804764,89.9238586426,15.3846153846
2023-06-11 14:59:07.757336,4-3-2-5,1668,7.35354423523,6.67810440063,0
2023-06-11 14:59:07.757368,3-3-2-4,334524,1.38258934021,21.6178894043,0
2023-06-11 14:59:20.759569,2-3-2-3,683768,7.75349140167,44.494509697,0
2023-06-11 14:59:20.759668,5-3-2-6,672,2.59041786194,1.56676769257,0
2023-06-11 14:59:20.759724,1-2-2-2,720740,135.386586189,1.58321857452,7.69230769231
2023-06-11 14:59:20.759760,4-3-2-5,16448,1.11043453217,6.24310970306,0
2023-06-11 14:59:20.759811,3-3-2-4,480068,1.29914283752,0.0834465026855,0
2023-06-11 14:59:33.762960,2-3-2-3,659128,1.66416168213,6.08932971954,0
2023-06-11 14:59:33.763056,5-3-2-6,7366,4.3420791626,1.75166130066,0
2023-06-11 14:59:33.763123,1-2-2-2,713448,396.368145943,260.981559753,0
2023-06-11 14:59:33.763159,4-3-2-5,69915,1.21057033539,0.100135803223,0
2023-06-11 14:59:33.763208,3-3-2-4,493732,5.56492805481,4.26578521729,0
2023-06-11 14:59:46.765347,2-3-2-3,608156,1.85596942902,0.191807746887,0
2023-06-11 14:59:46.765433,5-3-2-6,105787,1.34897232056,2.99310684204,0
2023-06-11 14:59:46.765511,1-2-2-2,678305,444.32246685,47.9543209076,15.3846153846
2023-06-11 14:59:46.765606,4-3-2-5,225547,1.43563747406,0.225067138672,0
2023-06-11 14:59:46.765665,3-3-2-4,500422,1.65367126465,3.91125679016,0
2023-06-11 14:59:59.767462,2-3-2-3,531744,32.1849584579,30.3289890289,0
2023-06-11 14:59:59.767570,5-3-2-6,134780,1.88004970551,0.531077384949,0
2023-06-11 14:59:59.767638,1-2-2-2,618727,295.085430145,149.237036705,0
2023-06-11 14:59:59.767689,4-3-2-5,260716,6.5108537674,5.07521629333,0
2023-06-11 14:59:59.767739,3-3-2-4,434768,1.85632705688,0.202655792236,0
2023-06-11 15:00:12.771814,2-3-2-3,587300,301.07986927,268.894910812,0
2023-06-11 15:00:12.771909,5-3-2-6,144649,1.25253200531,0.627517700195,0
2023-06-11 15:00:12.771968,1-2-2-2,592475,297.178983688,2.09355354309,0
2023-06-11 15:00:12.772038,4-3-2-5,287320,5.91862201691,0.592231750488,0
2023-06-11 15:00:12.772092,3-3-2-4,457296,2.37905979156,0.52273273468,0
2023-06-11 15:00:25.774374,2-3-2-3,719400,383.420467377,82.3405981064,0
2023-06-11 15:00:25.774473,5-3-2-6,211995,1.2925863266,0.0400543212891,0
2023-06-11 15:00:25.774531,1-2-2-2,719299,303.430438042,6.25145435333,0
2023-06-11 15:00:25.774607,4-3-2-5,412012,1.29163265228,4.62698936462,0
2023-06-11 15:00:25.774662,3-3-2-4,580731,1.47497653961,0.904083251953,0
2023-06-11 15:00:38.778162,2-3-2-3,552244,1.37555599213,382.044911385,0
2023-06-11 15:00:38.778261,5-3-2-6,212371,1.0758638382,0.216722488403,0
2023-06-11 15:00:38.778332,1-2-2-2,552292,298.10988903,5.32054901123,0
2023-06-11 15:00:38.778378,4-3-2-5,421339,1.36697292328,0.0753402709961,0
2023-06-11 15:00:38.778435,3-3-2-4,499324,1.81138515472,0.336408615112,0
2023-06-11 15:00:51.780643,2-3-2-3,548942,2.05600261688,0.680446624756,0
2023-06-11 15:00:51.780737,5-3-2-6,478670,109.256982803,108.181118965,7.69230769231
2023-06-11 15:00:51.780795,1-2-2-2,548894,240.121006966,57.9888820648,0
2023-06-11 15:00:51.780863,4-3-2-5,548894,2.05409526825,0.687122344971,0
2023-06-11 15:00:51.780948,3-3-2-4,548942,2.17771530151,0.36633014679,0
2023-06-11 15:01:04.783861,2-3-2-3,642622,1.5435218811,0.512480735779,0
2023-06-11 15:01:04.783972,5-3-2-6,642622,157.611012459,48.3540296555,0
2023-06-11 15:01:04.784028,1-2-2-2,642670,2.75850296021,237.362504005,0
2023-06-11 15:01:04.784065,4-3-2-5,642670,31.6205024719,29.5664072037,0
2023-06-11 15:01:04.784117,3-3-2-4,642569,1.74844264984,0.429272651672,0
2023-06-11 15:01:17.787018,2-3-2-3,690267,1.37305259705,0.170469284058,0
2023-06-11 15:01:17.787095,5-3-2-6,690368,1.08242034912,156.52859211,0
2023-06-11 15:01:17.787152,1-2-2-2,690267,0.572443008423,2.18605995178,0
2023-06-11 15:01:17.787209,4-3-2-5,690267,1.18255615234,30.4379463196,0
2023-06-11 15:01:17.787245,3-3-2-4,690368,1.24311447144,0.505328178406,0
2023-06-11 15:01:30.798272,2-3-2-3,53414,21.2655067444,19.8924541473,0
2023-06-11 15:01:30.798364,5-3-2-6,53313,0.950336456299,0.132083892822,0
2023-06-11 15:01:30.798456,1-2-2-2,204904,178.650975227,178.078532219,0
2023-06-11 15:01:30.798513,4-3-2-5,53414,1.15215778351,0.0303983688354,0
2023-06-11 15:01:30.798548,3-3-2-4,53366,1.31869316101,0.0755786895752,0
2023-06-11 15:01:43.801013,2-3-2-3,672,1.44696235657,19.8185443878,0
2023-06-11 15:01:43.801111,5-3-2-6,720,1.51062011719,0.560283660889,0
2023-06-11 15:01:43.801169,1-2-2-2,549297,96.7066287994,81.9443464279,0
2023-06-11 15:01:43.801224,4-3-2-5,672,1.40810012817,0.255942344666,0
2023-06-11 15:01:43.801295,3-3-2-4,720,1.28543376923,0.0332593917847,0
2023-06-11 15:01:56.803956,2-3-2-3,7643,1.45649909973,0.00953674316406,0
2023-06-11 15:01:56.804066,5-3-2-6,672,1.15299224854,0.357627868652,0
2023-06-11 15:01:56.804120,1-2-2-2,602054,5.81908226013,90.8875465393,7.69230769231
2023-06-11 15:01:56.804186,4-3-2-5,720,1.18911266327,0.218987464905,0
2023-06-11 15:01:56.804236,3-3-2-4,672,1.30796432495,0.0225305557251,0
2023-06-11 15:02:09.806783,2-3-2-3,139257,1.71089172363,0.254392623901,0
2023-06-11 15:02:09.806880,5-3-2-6,720,1.22702121735,0.074028968811,0
2023-06-11 15:02:09.806950,1-2-2-2,672233,388.646483421,382.827401161,0
2023-06-11 15:02:09.806986,4-3-2-5,672,15.8588886261,14.6697759628,0
2023-06-11 15:02:09.807048,3-3-2-4,672,1.1899471283,0.118017196655,0
2023-06-11 15:02:22.809317,2-3-2-3,201419,1.14154815674,0.569343566895,0
2023-06-11 15:02:22.809420,5-3-2-6,672,36.8629693985,35.6359481812,0
2023-06-11 15:02:22.809476,1-2-2-2,553897,100.543498993,288.102984428,0
2023-06-11 15:02:22.809547,4-3-2-5,672,1.29055976868,14.5683288574,0
2023-06-11 15:02:22.809581,3-3-2-4,4792,1.06418132782,0.125765800476,0
2023-06-11 15:02:35.811967,2-3-2-3,315435,1.21939182281,0.0778436660767,0
2023-06-11 15:02:35.812068,5-3-2-6,672,1.36005878448,35.502910614,0
2023-06-11 15:02:35.812124,1-2-2-2,689174,120.256781578,19.7132825851,15.3846153846
